id	box	folder	series	series_no	title	author	publisher	citation	book_id	series_id
03-37	03	37	Choose Your Own Adventure (1979-1998)		Behind the Wheel			Behind the Wheel. Author: R.A. Montgomery. Publisher: Bantam, 1992. ISBN: 0836814029. Publisher series no: 30. Book ID: 393. 111 pages.	393	30
03-38	03	38	Choose Your Own Adventure (1979-1998)		Magic Master			Magic Master. Author: Edward Packard. Publisher: Bantam, 1992. ISBN: 0836813081. Publisher series no: 30. Book ID: 397. 116 pages.	397	30
03-39	03	39	Choose Your Own Adventure (1979-1998)		Silver Wings			Silver Wings. Author: R.A. Montgomery. Publisher: Bantam, 1992. ISBN: 1933390239. Publisher series no: 30. Book ID: 396. 107 pages (reissue).	396	30
03-40	03	40	Choose Your Own Adventure (1979-1998)		Superbike			Superbike. Author: Edward Packard. Publisher: Bantam, 1992. Publisher series no: 30. Book ID: 395.	395	30
03-41	03	41	Choose Your Own Adventure (1979-1998)		Outlaw Gulch			Outlaw Gulch. Author: Ramsey Montgomery. Publisher: Bantam, 1992. Publisher series no: 30. Book ID: 394.	394	30
03-42	03	42	Choose Your Own Adventure (1979-1998)		Master of Martial Arts			Master of Martial Arts. Author: Richard Brightfield. Publisher: Bantam, 1992. Publisher series no: 30. Book ID: 392. 114 pages.	392	30
03-43	03	43	Choose Your Own Adventure (1979-1998)		Showdown			Showdown. Author: Publisher: Shannon Gilligan. Bantam, 1992. Publisher series no: 30. Book ID: 391.	391	30
03-44	03	44	Choose Your Own Adventure (1979-1998)		Viking Raiders			Viking Raiders. Author: Edward Packard. Publisher: Bantam, 1992. Publisher series no: 30. Book ID: 390.	390	30
03-45	03	45	Choose Your Own Adventure (1979-1998)		Earthquake			Earthquake! Author: Alison Gilligan. Publisher: Bantam, 1992. Publisher series no: 30. Book ID: 389.	389	30
03-46	03	46	Choose Your Own Adventure (1979-1998)		You Are Microscopic			You Are Microscopic. Author: Edward Packard. Publisher: Bantam, 1992. ISBN: 0553292986. Publisher series no: 30. Book ID: 388. 113 pages.	388	30
03-47	03	47	Choose Your Own Adventure (1979-1998)		Surf Monkeys			Surf Monkeys. Author: Jay Leibold (Jay Montavon). Publisher: Bantam, 1992. Publisher series no: 30. Book ID: 387.	387	30
03-48	03	48	Choose Your Own Adventure (1979-1998)		Luckiest Day of Your Life, The			Luckiest Day of Your Life, The. Author: Edward Packard. Publisher: Bantam, 1993. Publisher series no: 30. Book ID: 386.	386	30
03-49	03	49	Choose Your Own Adventure (1979-1998)		Forgotten Planet, The			Forgotten Planet, The. Author: Doug Wilhelm. Publisher: Bantam, 1993. ISBN: 0553293036. Publisher series no: 30. Book ID: 385. 113 pages.	385	30
03-50	03	50	Choose Your Own Adventure (1979-1998)		Secret of the Dolphins			Secret of the Dolphins. Author: Edward Packard. Publisher: Bantam, 1993. ISBN: 0553293001. Publisher series no: 30. Book ID: 384. 117 pages.	384	30
03-51	03	51	Choose Your Own Adventure (1979-1998)		Playoff Champion			Playoff Champion. Author: Felix Von Moschzisker. Publisher: Bantam, 1993. Publisher series no: 30. Book ID: 383.	383	30
03-52	03	52	Choose Your Own Adventure (1979-1998)		Roller Star			Roller Star. Author: Edward Packard. Publisher: Bantam, 1993. Publisher series no: 30. Book ID: 382.	382	30
03-53	03	53	Choose Your Own Adventure (1979-1998)		Scene of the Crime			Scene of the Crime. Author: Doug Wilhelm. Publisher: Bantam, 1993. Publisher series no: 30. Book ID: 381.	381	30
03-54	03	54	Choose Your Own Adventure (1979-1998)		Dinosaur Island			Dinosaur Island. Author: Edward Packard. Publisher: Bantam, 1993. ISBN: 0553560077. Publisher series no: 30. Book ID: 380. 119 pages.	380	30
03-55	03	55	Choose Your Own Adventure (1979-1998)		Motocross Mania			Motocross Mania. Author: R.A. Montgomery. Publisher: Bantam, 1993. Publisher series no: 30. Book ID: 379.	379	30
03-56	03	56	Choose Your Own Adventure (1979-1998)		Horror House			Horror House. Author: Edward Packard. Publisher: Bantam, 1993. Publisher series no: 30. Book ID: 378.	378	30
03-57	03	57	Choose Your Own Adventure (1979-1998)		Secret of Mystery Hill, The			Secret of Mystery Hill, The. Author: Doug Wilhelm. Publisher: Bantam, 1993. Publisher series no: 30. Book ID: 377.	377	30
03-58	03	58	Choose Your Own Adventure (1979-1998)		Reality Machine, The			Reality Machine, The. Author: Edward Packard. Publisher: Bantam, 1993. Publisher series no: 30. Book ID: 376.	376	30
03-59	03	59	Choose Your Own Adventure (1979-1998)		Project UFO			Project UFO. Author: R.A. Montgomery. Publisher: Bantam, 1994. ISBN: 1933390271. Publisher series no: 30. Book ID: 375. 121 pages (reissue).	375	30
03-60	03	60	Choose Your Own Adventure (1979-1998)		Comet Crash			Comet Crash. Author: Edward Packard. Publisher: Bantam, 1994. ISBN: 0553560093. Publisher series no: 30. Book ID: 374. 119 pages.	374	30
03-61	03	61	Choose Your Own Adventure (1979-1998)		Everest Adventure			Everest Adventure. Author: A.C. Montgomery. Publisher: Bantam, 1994. Publisher series no: 30. Book ID: 373.	373	30
03-62	03	62	Choose Your Own Adventure (1979-1998)		Soccer Star			Soccer Star. Author: Edward Packard. Publisher: Bantam, 1994. Publisher series no: 30. Book ID: 372.	372	30
03-63	03	63	Choose Your Own Adventure (1979-1998)		Antimatter Universe, The			Antimatter Universe, The. Author: Kate Mueller. Publisher: Bantam, 1994. Publisher series no: 30. Book ID: 349.	349	30
03-64	03	64	Choose Your Own Adventure (1979-1998)		Master of Judo			Master of Judo. Author: Richard Brightfield. Publisher: Bantam, 1994. Publisher series no: 30. Book ID: 371. 119 pages.	371	30
04-01	04	01	Choose Your Own Adventure (1979-1998)		Search the Amazon			Search the Amazon! Author: Doug Wilhelm. Publisher: Bantam, 1994. ISBN: 0553563920. Publisher series no: 30. Book ID: 370. 119 pages.	370	30
04-02	04	02	Choose Your Own Adventure (1979-1998)		Who Are You			Who Are You? Author: Edward Packard. Publisher: Bantam, 1994. ISBN: 055356398X. Publisher series no: 30. Book ID: 369. 119 pages.	369	30
04-03	04	03	Choose Your Own Adventure (1979-1998)		Gunfire at Gettysburg			Gunfire at Gettysburg. Author: Doug Wilhelm. Publisher: Bantam. Publisher series no: 30. Book ID: 368.	368	30
04-04	04	04	Choose Your Own Adventure (1979-1998)		War with the Mutant Spider Ants			War with the Mutant Spider Ants. Author: Edward Packard. Publisher: Bantam, 1994. ISBN: 0553563998. Publisher series no: 30. Book ID: 367. 115 pages.	367	30
04-05	04	05	Choose Your Own Adventure (1979-1998)		Last Run			Last Run. Publisher: Bantam, 1994. Author: R.A. Montgomery. Publisher series no: 30. Book ID: 366.	366	30
04-06	04	06	Choose Your Own Adventure (1979-1998)		Cyberspace Warrior			Cyberspace Warrior. Author: Edward Packard. Publisher: Bantam, 1994. Publisher series no: 30. Book ID: 365.	365	30
04-07	04	07	Choose Your Own Adventure (1979-1998)		Ninja Cyborg			Ninja Cyborg. Author: Jay Leibold (Jay Montavon). Publisher: Bantam, 1995. Publisher series no: 30. Book ID: 364.	364	30
04-08	04	08	Choose Your Own Adventure (1979-1998)		You Are an Alien			You Are an Alien. Author: Edward Packard. Publisher: Bantam, 1995. Publisher series no: 30. Book ID: 363.	363	30
04-09	04	09	Choose Your Own Adventure (1979-1998)		U.N. Adventure			U.N. Adventure. Author: Ramsey Montgomery. Publisher: Bantam, 1995. ISBN: 1933390328. Publisher series no: 30. Book ID: 362. 123 pages (reissue).	362	30
04-10	04	10	Choose Your Own Adventure (1979-1998)		Sky-Jam			Sky-Jam! Author: Edward Packard. Publisher: Bantam, 1995. Publisher series no: 30. Book ID: 348.	348	30
04-11	04	11	Choose Your Own Adventure (1979-1998)		Tattoo of Death			Tattoo of Death. Author: R.A. Montgomery. Publisher: Bantam, 1995. ISBN: 1933390220. Publisher series no: 30. Book ID: 361. 113 pages (reissue).	361	30
04-12	04	12	Choose Your Own Adventure (1979-1998)		Possessed			Possessed! Author: R.A. Montgomery. Publisher: Bantam, 1995. Publisher series no: 30. Book ID: 359.	359	30
04-13	04	13	Choose Your Own Adventure (1979-1998)		Typhoon			Typhoon! Author: Edward Packard. Publisher: Bantam, 1995. Publisher series no: 30. Book ID: 358.	358	30
04-14	04	14	Choose Your Own Adventure (1979-1998)		Shadow of the Swastika			Shadow of the Swastika. Author: Doug Wilhelm. Publisher: Bantam, 1995. Publisher series no: 30. Book ID: 357.	357	30
04-15	04	15	Choose Your Own Adventure (1979-1998)		Fright Night			Fright Night. Author: Edward Packard. Publisher: Bantam, 1995. Publisher series no: 30. Book ID: 356.	356	30
04-16	04	16	Choose Your Own Adventure (1979-1998)		Snowboard Racer			Snowboard Racer. Author: Anson Montgomery. Publisher: Bantam, 1995. Publisher series no: 30. Book ID: 355.	355	30
04-17	04	17	Choose Your Own Adventure (1979-1998)		Master of Aikido			Master of Aikido. Author: Richard Brightfield. Publisher: Bantam, 1995. Publisher series no: 30. Book ID: 354. 113 pages.	354	30
04-18	04	18	Choose Your Own Adventure (1979-1998)		Moon Quest			Moon Quest. Author: Anson Montgomery. Publisher: Bantam, 1996. ISBN: 1741693659. Publisher series no: 30. Book ID: 353. 128 pages (reissue).	353	30
04-19	04	19	Choose Your Own Adventure (1979-1998)		Hostage			Hostage! Author: Edward Packard. Publisher: Bantam, 1996. Publisher series no: 30. Book ID: 352.	352	30
04-20	04	20, 27	Choose Your Own Adventure (1979-1998)		Terror on the Titanic			Terror on the Titanic. Author: Jim Wallace. Publisher: Bantam, 1996. ISBN: 1933390247. Publisher series no: 30. Book ID: 351. 123 pages (reissue).	351	30
04-21	04	21	Choose Your Own Adventure (1979-1998)		Greed, Guns, and Gold			Greed, Guns, and Gold. Author: Edward Packard. Publisher: Bantam, 1996. Publisher series no: 30. Book ID: 350.	350	30
04-22	04	22	Choose Your Own Adventure (1979-1998)		Death in the Dorm			Death in the Dorm. Author: R.A. Montgomery. Publisher: Bantam, 1996. Publisher series no: 30. Book ID: 347.	347	30
04-23	04	23	Choose Your Own Adventure (1979-1998)		Mountain Biker			Mountain Biker. Author: Edward Packard. Publisher: Bantam, 1996. Publisher series no: 30. Book ID: 346.	346	30
04-24	04	24	Choose Your Own Adventure (1979-1998)		Gold Medal Secret, The			Gold Medal Secret, The. Author: Doug Wilhelm. Publisher: Bantam, 1996. Publisher series no: 30. Book ID: 345.	345	30
04-25	04	25	Choose Your Own Adventure (1979-1998)		Power Dome, The			Power Dome, The. Author: Edward Packard. Publisher: Bantam, 1996. Publisher series no: 30. Book ID: 344.	344	30
04-26	04	26	Choose Your Own Adventure (1979-1998)		Underground Railroad, The			Underground Railroad, The. Author: Doug Wilhelm. Publisher: Bantam, 1996. ISBN: 0553567446. Publisher series no: 30. Book ID: 343. 117 pages.	343	30
04-28	04	28	Choose Your Own Adventure (1979-1998)		Master of Kendo			Master of Kendo. Author: Richard Brightfield. Publisher: Bantam, 1997. Publisher series no: 30. Book ID: 342. 98 pages.	342	30
04-29	04	29	Choose Your Own Adventure (1979-1998)		Killer Virus			Killer Virus. Author: R.A. Montgomery. Publisher: Bantam, 1997. Publisher series no: 30. Book ID: 341.	341	30
04-30	04	30	Choose Your Own Adventure (1979-1998)		River of No Return			River of No Return. Author: Vince Lahey. Publisher: Bantam, 1997. Publisher series no: 30. Book ID: 340.	340	30
04-31	04	31	Choose Your Own Adventure (1979-1998)		Ninja Avenger			Ninja Avenger. Author: Jay Leibold (Jay Montavon). Publisher: Bantam, 1997. Publisher series no: 30. Book ID: 339.	339	30
04-32	04	32	Choose Your Own Adventure (1979-1998)		Stampede			Stampede! Author: Laban Carrick Hill. Publisher: Bantam, 1997. Publisher series no: 30. Book ID: 338.	338	30
04-33	04	33	Choose Your Own Adventure (1979-1998)		Fire on Ice			Fire on Ice. Author: Edward Packard. Publisher: Bantam, 1998. ISBN: 0553567497. Publisher series no: 30. Book ID: 337. 103 pages.	337	30
04-34	04	34	Choose Your Own Adventure (1979-1998)		Fugitive			Fugitive. Author: Edward Packard. Publisher: Bantam, 1998. ISBN: 0553567527. Publisher series no: 30. Book ID: 336. 103 pages.	336	30
04-35	04	35	Choose Your Own Adventure (1979-1998)		CyberHacker			CyberHacker. Author: Anson Montgomery. Publisher: Bantam, 1998. ISBN: 0553567470. Publisher series no: 30. Book ID: 335. 103 pages.	335	30
04-36	04	36	Choose Your Own Adventure (1979-1998)		Mayday			Mayday! Author: Andrea Packard, Edward Packard. Publisher: Bantam, 1998. Publisher series no: 30. Book ID: 334.	334	30
04-37	04	37	Choose Your Own Adventure (2005-)		Abominable Snowman, The			Abominable Snowman, The. Author: R.A. Montgomery. Publisher: Chooseco, 1982. ISBN: 0553205293. Publisher series no: 870. Book ID: 553. 116 pages.	553	870
04-38	04	38	Choose Your Own Adventure (2005-)		Journey Under the Sea			Journey Under the Sea. Author: R.A. Montgomery. Publisher: Chooseco, 1977. ISBN: 0553140035. Publisher series no: 870. Book ID: 163. 97 pages (British Adventures of You edition), 117 pages (original CYOA release).	163	870
04-39	04	39	Choose Your Own Adventure (2005-)		Space and Beyond			Space and Beyond. Author: R.A. Montgomery. Publisher: Chooseco, 1980. ISBN: 0553140000. Publisher series no: 870. Book ID: 562. 117 pages.	562	870
04-40	04	40-41	Choose Your Own Adventure (2005-)		Lost Jewels of Nabooti, The			Lost Jewels of Nabooti, The. Author: R.A. Montgomery. Publisher: Chooseco, 1981. ISBN: 0553143581. Publisher series no: 870. Book ID: 556. 121 pages (original), 131 pages (reissue).	556	870
04-42	04	42	Choose Your Own Adventure (2005-)		Mystery of the Maya			Mystery of the Maya. Author: R.A. Montgomery. Publisher: Chooseco, 1981. ISBN: 0553146009. Publisher series no: 870. Book ID: 555. 134 pages (original), 131 pages (reissue).	555	870
04-43	04	43-44	Choose Your Own Adventure (2005-)		Race Forever, The			Race Forever, The. Author: R.A. Montgomery. Publisher: Chooseco, 1983. ISBN: 0553232908. Publisher series no: 870. Book ID: 552. 116 pages (original), 122 pages (reissue).	552	870
04-45	04	45	Choose Your Own Adventure (2005-)		Escape			Escape. Author: R.A. Montgomery. Publisher: Chooseco, 1983. ISBN: 0553232940. Publisher series no: 870. Book ID: 500. 118 pages (original), 125 pages (reissue).	500	870
04-46	04	46	Choose Your Own Adventure (2005-)		Lost on the Amazon			Lost on the Amazon. Author: R.A. Montgomery. Publisher: Chooseco, 1983. ISBN: 0553237330. Publisher series no: 870. Book ID: 548. 114 pages.	548	870
04-47	04	47	Choose Your Own Adventure (2005-)		Trouble on Planet Earth			Trouble on Planet Earth. Author: R.A. Montgomery. Publisher: Chooseco, 1984. ISBN: 0553238655. Publisher series no: 870. Book ID: 543. 116 pages (original), 113 pages (reissue).	543	870
04-48	04	48	Choose Your Own Adventure (2005-)		War with the Evil Power Master			War with the Evil Power Master. Author: R.A. Montgomery. Publisher: Chooseco, 1984. ISBN: 0553245236. Publisher series no: 870. Book ID: 534. 118 pages (original), 123 pages (reissue).	534	870
04-49	04	49	Choose Your Own Adventure (2005-)		Mystery of Ura Senke, The			Mystery of Ura Senke, The. Author: Shannon Gilligan. Publisher: Chooseco, 1985. ISBN: 0553248928. Publisher series no: 870. Book ID: 514. 116 pages (original), 121 pages (reissue).	514	870
04-50	04	50	Choose Your Own Adventure (2005-)		Beyond Escape			Beyond Escape! Author: R.A. Montgomery. Publisher: Chooseco, 1986. ISBN: 1933390158. Publisher series no: 870. Book ID: 502. 113 pages (original), 118 pages (reissue).	502	870
04-51	04	51	Choose Your Own Adventure (2005-)		Secret of the Ninja			Secret of the Ninja. Author: Jay Leibold (Jay Montavon). Publisher: Chooseco, 1987. ISBN: 0553264842. Publisher series no: 870. Book ID: 490. 115 pages (plus glossary and special note) (original), 124 pages (plus glossary and special note) (reissue).	490	870
04-52	04	52	Choose Your Own Adventure (2005-)		Brilliant Dr. Wogan, The			Brilliant Dr. Wogan, The. Author: R.A. Montgomery. Publisher: Chooseco, 1987. ISBN: 0553267248. Publisher series no: 870. Book ID: 484. 113 pages.	484	870
04-53	04	53	Choose Your Own Adventure (2005-)		Return to Atlantis			Return to Atlantis. Author: R.A. Montgomery. Publisher: Chooseco, 1988. ISBN: 0553271237. Publisher series no: 870. Book ID: 447. 113 pages (original), 119 pages (reissue).	447	870
04-54	04	54	Choose Your Own Adventure (2005-)		Forecast from Stonehenge			Forecast from Stonehenge. Author: R.A. Montgomery. Publisher: Chooseco, 2007. ISBN: 1933390190. Publisher series no: 870. Book ID: 7578. 127 pages.	7578	870
04-55	04	55	Choose Your Own Adventure (2005-)		Inca Gold			Inca Gold. Author: James (Jim) Becket. Publisher: Chooseco, 1988. ISBN: 0553274155. Publisher series no: 870. Book ID: 433. 115 pages (original), 125 pages (reissue).	433	870
04-56	04	56	Choose Your Own Adventure (2005-)		Terror in Australia			Terror in Australia. (Struggle Down Under). Author: Shannon Gilligan. Publisher: Chooseco, 1988. ISBN: 0553272772. Publisher series no: 870. Book ID: 438. 113 pages (original), 123 pages (reissue).	438	870
04-57	04	57	Choose Your Own Adventure (2005-)		Tattoo of Death			Tattoo of Death. Author: R.A. Montgomery. Publisher: Chooseco, 1995. ISBN: 1933390220. Publisher series no: 870. Book ID: 361. 113 pages (reissue).	361	870
04-58	04	58	Choose Your Own Adventure (2005-)		Silver Wings			Silver Wings. Author: R.A. Montgomery. Publisher: Chooseco, 1992. ISBN: 1933390239. Publisher series no: 870. Book ID: 396. 107 pages (reissue).	396	870
04-59	04	59	Choose Your Own Adventure (2005-)		Terror on the Titanic			Terror on the Titanic. Author: Jim Wallace. Publisher: Chooseco, 1996. ISBN: 1933390247. Publisher series no: 870. Book ID: 351. 123 pages (reissue).	351	870
04-60	04	60	Choose Your Own Adventure (2005-)		Search for the Mountain Gorillas			Search for the Mountain Gorillas. Author: Jim Wallace. Publisher: Chooseco, 1985. ISBN: 0553260626. Publisher series no: 870. Book ID: 529. 118 pages (original), 134 pages (Australian edition with contest winners), 125 pages plus glossary (reissue).	529	870
